asdfasdf





1123412342






!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=123262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=03262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=111262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=021262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.2 SATS08HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 23C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP00.9 SATS10HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 23C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 23C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP00.9 SATS10HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 23C HDOP00.9 SATS10HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP00.9 SATS10HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 23C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 23C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 23C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st 12.1V 25CHABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000970 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.3 SATS08HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP00.9 SATS10HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000969 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000968 12.1V 25C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/97gK6ky+O st/A=000968 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000968 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000968 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000968 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000968 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000968 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000968 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000968 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000968 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000968 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000968 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000968 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000968 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000967 12.1V 25C HDOP01.2 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000967 12.1V 25C HDOP01.2 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000967 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000967 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000967 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky+O st/A=000967 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000967 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000967 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000966 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000966 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000966 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000966 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000966 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000966 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000966 12.1V 25C HDOP01.3 SATS08HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000966 12.1V 25C HDOP01.2 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.3 SATS08HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.3 SATS08HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.2 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.1 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.1 SATS07HABET LX-120-A sscl.iastate.edu
!/97gQ6ky.O st/A=000965 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gX6ky.O st/A=000965 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gX6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gX6ky.O st/A=000965 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97gX6ky.O st/A=000965 12.1V 25C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/97gX6ky1O st/A=000965 12.1V 25C HDOP01.1 SATS07HABET LX-120-A sscl.iastate.edu
!/97gX6ky1O st/A=000965 12.1V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/97g,6kxkO st/A=001008 12.1V 25C HDOP00.9 SATS10HABET LX-120-A sscl.iastate.edu
!/97fj6kwyO st/A=001123 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97fC6kvwO st/A=001286 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97ep6kv8O st/A=001422 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97dq6kueO st/A=001569 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97dW6ku*O st/A=001693 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97d%6ktpO st/A=001839 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97cL6ktGO st/A=001987 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97c>6ksxO st/A=002117 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97bp6krcO st/A=002292 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97bN6kq+O st/A=002647 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97bf6kpOO st/A=002810 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97c66koZO st/A=002925 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97bc6ko%O st/A=003089 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97bb6kn?O st/A=003230 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97b/6km4O st/A=003386 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97a/6klZO st/A=003507 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97`G6kk)O st/A=003741 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97_h6kj`O st/A=003835 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97_A6kiaO st/A=003981 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97^N6khuO st/A=004075 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97^@6kh!O st/A=004181 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97]l6kg"O st/A=004321 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97]F6kf_O st/A=004433 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97\x6ke`O st/A=004593 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97]+6ke7O st/A=004709 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97\]6kdBO st/A=004835 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97\C6kd"O st/A=004955 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97\/6kbvO st/A=005086 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97\-6kakO st/A=005219 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97\R6kaLO st/A=005327 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97[r6ka/O st/A=005457 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97[R6k`DO st/A=005592 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97[J6k`'O st/A=005692 12.1V 25C HDOP00.9 SATS10HABET LX-120-A sscl.iastate.edu
!/97ZL6k_aO st/A=005854 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97YN6k_HO st/A=005988 12.0V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97Y;6k^xO st/A=006123 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97X56k^IO st/A=006237 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97W76k^LO st/A=006348 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97Um6k]pO st/A=006496 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97UY6k]MO st/A=006615 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97Tg6k]SO st/A=006724 12.0V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97S>6k]ZO st/A=006835 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97RY6k]>O st/A=006963 12.1V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/97QH6k]>O st/A=007108 12.1V 25C HDOP00.9 SATS10HABET LX-120-A sscl.iastate.edu
!/97P=6k\wO st/A=007217 12.1V 25C HDOP00.9 SATS11HABET LX-120-A sscl.iastate.edu
!/97O?6k]!O st/A=007347 12.1V 25C HDOP00.9 SATS11HABET LX-120-A sscl.iastate.edu
!/97N56k\wO st/A=007468 12.1V 25C HDOP00.9 SATS11HABET LX-120-A sscl.iastate.edu
!/97N"6k\qO st/A=007562 12.1V 25C HDOP00.9 SATS11HABET LX-120-A sscl.iastate.edu
!/97M%6k]%O st/A=007691 12.1V 25C HDOP00.9 SATS11HABET LX-120-A sscl.iastate.edu
!/97LS6k]PO st/A=007793 12.1V 25C HDOP00.9 SATS11HABET LX-120-A sscl.iastate.edu
!/97Kb6k]WO st/A=007945 12.1V 25C HDOP00.9 SATS11HABET LX-120-A sscl.iastate.edu
!/97L@6k]SO st/A=008093 12.1V 25C HDOP00.9 SATS11HABET LX-120-A sscl.iastate.edu
!/97L46k]AO st/A=008180 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Kh6k]jO st/A=008317 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97KO6k]]O st/A=008443 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Jw6k]mO st/A=008588 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97J]6k]JO st/A=008713 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Ix6k]GO st/A=008812 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97IL6k\tO st/A=008958 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97HA6k\qO st/A=009081 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97GP6k](O st/A=009239 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97F^6k\NO st/A=009354 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Er6k\,O st/A=009500 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97EY6k\/O st/A=009614 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97E'6k[VO st/A=009735 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97DA6k[YO st/A=009870 12.1V 25C HDOP00.9 SATS10HABET LX-120-A sscl.iastate.edu
!/97C=6k[YO st/A=009977 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97BW6k[*O st/A=010093 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97A_6kZNO st/A=010278 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Ap6kYuO st/A=010370 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97A^6kYuO st/A=010491 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97@l6kYkO st/A=010596 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97@-6kY&O st/A=010729 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97?Z6kXfO st/A=010859 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97?X6kX=O st/A=010987 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97>a6kX1O st/A=011096 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97>:6kWHO st/A=011186 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97>Y6kW2O st/A=011292 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97>-6kW2O st/A=011400 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97=[6kW2O st/A=011539 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97=`6kVbO st/A=011673 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97=(6kVPO st/A=011771 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97=:6kV3O st/A=011895 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97=,6kU>O st/A=011999 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97<F6kU(O st/A=012129 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97;H6kT_O st/A=012247 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97:I6kSmO st/A=012348 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97976kS.O st/A=012478 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/979<6kR^O st/A=012604 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/978h6kQrO st/A=012712 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/978n6kQ\O st/A=012827 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/978<6kQ0O st/A=012958 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97856kPaO st/A=013088 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/977O6kPGO st/A=013202 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/977[6kP(O st/A=013308 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/977s6kO?O st/A=013424 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
